row_id,target,branch_id,shape,status,family,category,raw_category,assigned_round,first_validated_date
199,harfbuzz,5815,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
200,harfbuzz,5827,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-14
201,harfbuzz,5828,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-14
202,harfbuzz,5831,i2s_vp_LWWW,validated,I2S-A,i2s_anti_structural_byte_corruption,i2s_anti_structural_byte_corruption,0,2026-06-12
203,harfbuzz,5835,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
204,harfbuzz,5839,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
205,harfbuzz,5840,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
206,harfbuzz,5843,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
207,harfbuzz,5844,i2s_vp_LWWW,validated,I2S-A,i2s_anti_structural_byte_corruption,i2s_anti_structural_byte_corruption,0,2026-06-12
208,harfbuzz,5857,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
209,harfbuzz,5865,i2s_vp__WLW,inconclusive,I2S-A,inconclusive,-,-,-
210,harfbuzz,5866,grimoire_structural_WL,inconclusive,GRIM-P,inconclusive,-,-,-
211,harfbuzz,5866,i2s_vp_LWWW,validated,I2S-A,i2s_anti_structural_byte_corruption,i2s_anti_structural_byte_corruption,0,2026-06-12
212,harfbuzz,5868,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-14
213,harfbuzz,5878,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
214,harfbuzz,5881,i2s_vp_LW_W,inconclusive,I2S-A,inconclusive,-,-,-
215,harfbuzz,5885,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
216,harfbuzz,5887,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
217,harfbuzz,5893,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
218,harfbuzz,5913,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
219,harfbuzz,5920,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
220,harfbuzz,5931,i2s_vp_LW_W,inconclusive,I2S-A,inconclusive,-,-,-
221,harfbuzz,5934,i2s_vp_LW_W,inconclusive,I2S-A,inconclusive,-,-,-
222,harfbuzz,5938,i2s_vp_LWWW,validated,I2S-A,i2s_anti_structural_byte_corruption,i2s_anti_structural_byte_corruption,0,2026-06-12
223,harfbuzz,5941,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
224,harfbuzz,5947,i2s_vp_LWWW,validated,I2S-A,i2s_anti_structural_byte_corruption,i2s_anti_structural_byte_corruption,0,2026-06-12
225,harfbuzz,5949,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
226,harfbuzz,5951,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
227,harfbuzz,5954,i2s_vp_LW_W,inconclusive,I2S-A,inconclusive,-,-,-
228,harfbuzz,5958,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_size_depth_only,0,2026-06-12
229,harfbuzz,5958,i2s_vp_LWLW,validated,I2S-A,i2s_anti_decoy_overfit,i2s_diverts_from_exact_codepoint_literal,0,2026-06-12
230,harfbuzz,5967,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-13
231,harfbuzz,5968,i2s_vp_LWLW,validated,I2S-A,i2s_anti_decoy_overfit,i2s_decoy_substitution_overfit,0,2026-06-13
232,harfbuzz,5969,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
233,harfbuzz,5972,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
234,harfbuzz,5977,i2s_vp_LWWW,inconclusive,I2S-A,inconclusive,-,-,-
235,harfbuzz,5977,i2s_vp_LWWW,inconclusive,VP-P,inconclusive,-,-,-
236,harfbuzz,5980,i2s_vp_LLWL,validated,VPC-P,joint_assembly_depth,joint_gradient_iteration_depth,3,2026-06-18
237,harfbuzz,5983,i2s_vp_LWWW,validated,I2S-A,i2s_anti_structural_byte_corruption,i2s_anti_structural_byte_corruption,0,2026-06-12
238,harfbuzz,5985,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-12
239,harfbuzz,5989,i2s_vp_LWLW,inconclusive,I2S-A,inconclusive,-,-,-
240,harfbuzz,5990,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
241,harfbuzz,5991,i2s_vp_LW_W,validated,I2S-A,i2s_anti_target_depletion,i2s_decoy_substitution_target_depletion,0,2026-06-13
242,harfbuzz,5992,i2s_vp_LWWW,validated,I2S-A,i2s_anti_structural_byte_corruption,i2s_anti_structural_byte_corruption,0,2026-06-12
243,harfbuzz,5998,i2s_vp_LWWW,inconclusive,I2S-A,inconclusive,-,-,-
244,harfbuzz,5998,i2s_vp_LWWW,inconclusive,VP-P,inconclusive,-,-,-
245,harfbuzz,6006,i2s_vp__W_L,inconclusive,VP-P,inconclusive,-,-,-
246,harfbuzz,6010,i2s_vp__WL_,inconclusive,I2S-A,inconclusive,-,-,-
247,harfbuzz,6025,i2s_vp_LWW_,validated,VP-P,vp_gradient_assembly_depth,vp_drives_corpus_deeper_into_assembly,1,2026-06-18
248,harfbuzz,6037,i2s_vp_LWW_,validated,VP-P,vp_gradient_assembly_depth,vp_drives_corpus_deeper_into_assembly,1,2026-06-18
249,harfbuzz,6048,i2s_vp_LWW_,validated,VP-P,vp_gradient_value_distance_closure,vp_enriches_gate_operand_bytes,1,2026-06-18
250,harfbuzz,6061,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-12
251,harfbuzz,6061,i2s_vp__W_L,inconclusive,VP-P,inconclusive,-,-,-
252,harfbuzz,6086,i2s_vp_LWWW,validated,VP-P,vp_gradient_value_distance_closure,vp_pro_cmpmap_gradient_rescue,0,2026-06-12
253,harfbuzz,6093,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-12
254,harfbuzz,6114,calibrated_energy_WL,inconclusive,CALI-P,inconclusive,-,-,-
255,harfbuzz,6124,ctx_coverage_LW,validated,CTX-A,ctx_inflation,ctx_depth_inflation_at_gate,0,2026-06-12
256,harfbuzz,6124,i2s_vp__WLW,validated,I2S-A,i2s_anti_structural_byte_corruption,vpc_corpus_shallower_context_reach,0,2026-06-12
257,harfbuzz,6130,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
258,harfbuzz,6162,i2s_vp__WLW,validated,I2S-A,i2s_anti_decoy_overfit,decoy_overcommit_wrong_literal,0,2026-06-14
259,harfbuzz,6181,grimoire_structural_WL,validated,GRIM-P,grimoire_structural_assembly,structural_token_richness,0,2026-06-12
260,harfbuzz,6210,i2s_vp__WLW,validated,I2S-A,i2s_anti_decoy_overfit,decoy_overcommit_wrong_literal,0,2026-06-14
261,harfbuzz,6214,i2s_vp_LLWL,validated,VPC-P,joint_assembly_depth,joint_assembly_depth,0,2026-06-12
262,harfbuzz,6223,i2s_vp_LLWL,validated,VPC-P,joint_assembly_depth,joint_assembly_depth,0,2026-06-12
263,harfbuzz,6236,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_structural_assembly_reach_depth_gate,2,2026-06-18
264,harfbuzz,6253,i2s_vp_LWLW,validated,I2S-A,i2s_anti_decoy_overfit,i2s_decoy_substitution_overfit,0,2026-06-12
265,harfbuzz,6263,i2s_vp__WLW,validated,I2S-A,i2s_anti_decoy_overfit,decoy_overcommit_wrong_literal,0,2026-06-14
266,harfbuzz,6539,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-12
267,harfbuzz,6585,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-12
268,harfbuzz,6613,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-12
269,harfbuzz,6616,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-12
270,harfbuzz,6616,i2s_vp__WWL,validated,VP-P,vp_gradient_assembly_depth,vp_cmpmap_iteration_depth_reach,0,2026-06-12
271,harfbuzz,6812,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
272,harfbuzz,6813,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
273,harfbuzz,6814,i2s_vp_LLW_,validated,VPC-P,joint_assembly_depth,joint_assembly_depth,0,2026-06-12
274,harfbuzz,6815,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
275,harfbuzz,6858,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_fixed_offset_literal_presence,2,2026-06-18
276,harfbuzz,7170,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
277,harfbuzz,7239,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-12
278,harfbuzz,7245,i2s_vp_LLW_,validated,VPC-P,joint_value_distance_closure,joint_fixed_offset_literal_presence,2,2026-06-18
279,lcms,2085,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
280,lcms,2087,i2s_vp_LLWL,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-13
281,lcms,2088,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
282,lcms,2090,i2s_vp_L_W_,inconclusive,VP-P,inconclusive,-,-,-
283,lcms,2092,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
284,lcms,2093,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
285,lcms,2094,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
286,lcms,2097,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-13
287,lcms,2103,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
288,lcms,2104,i2s_vp_LLWL,validated,VPC-P,joint_value_distance_closure,joint_value_precision,0,2026-06-13
289,lcms,2107,i2s_vp_LLWL,inconclusive,VPC-P,inconclusive,-,-,-
290,lcms,2110,i2s_vp_WLWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
291,lcms,2111,i2s_vp_WLWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
292,lcms,2112,i2s_vp_WLWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
293,lcms,2113,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_structural_assembly_reach_depth_gate,2,2026-06-18
294,lcms,2114,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
295,lcms,2117,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
296,lcms,2118,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
297,lcms,2129,i2s_vp__LWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_exact_literal_gate,0,2026-06-13
298,lcms,2130,i2s_vp__LWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_exact_literal_gate,0,2026-06-13
299,lcms,2135,i2s_vp__LWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_exact_literal_gate,0,2026-06-13
300,lcms,2136,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-14
301,lcms,2137,i2s_vp__WLW,inconclusive,I2S-A,inconclusive,-,-,-
302,lcms,2141,i2s_vp_LW_L,validated,VP-P,vp_gradient_value_distance_closure,vp_climbs_numeric_magnitude_to_threshold,0,2026-06-13
303,lcms,2143,i2s_vp_LWWL,validated,VP-P,vp_gradient_value_distance_closure,vp_gradient_fixed_offset_operand_enrichment,3,2026-06-18
304,lcms,2147,i2s_vp__W_L,validated,VP-P,vp_gradient_value_distance_closure,vp_basin_escape,0,2026-06-13
305,lcms,2149,ctx_coverage_LW,validated,CTX-A,ctx_inflation,ctx_corpus_inflation,0,2026-06-14
306,lcms,2149,i2s_vp_LWLW,inconclusive,CTX-A,inconclusive,-,-,-
307,lcms,2149,i2s_vp_LWLW,inconclusive,I2S-A,inconclusive,-,-,-
308,lcms,2170,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
309,lcms,2175,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
310,lcms,2179,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
311,lcms,2183,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
312,lcms,2184,i2s_vp_LLWL,inconclusive,VPC-P,inconclusive,-,-,-
313,lcms,2190,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
314,lcms,2194,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
315,lcms,2195,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
316,lcms,2196,i2s_vp_LLWL,inconclusive,VPC-P,inconclusive,-,-,-
317,lcms,2197,i2s_vp__LWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_exact_literal_gate,0,2026-06-13
318,lcms,2199,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
319,lcms,2202,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
320,lcms,2203,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
321,lcms,2204,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
322,lcms,2205,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
323,lcms,2207,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
324,lcms,2208,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
325,lcms,2209,i2s_vp_LLWL,inconclusive,VPC-P,inconclusive,-,-,-
326,lcms,2215,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
327,lcms,2216,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
328,lcms,2217,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
329,lcms,2220,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
330,lcms,2226,i2s_vp_WLWL,inconclusive,I2S-P,inconclusive,-,-,-
331,lcms,2227,i2s_vp__LWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_exact_literal_gate,0,2026-06-13
332,lcms,2228,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
333,lcms,2230,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
334,lcms,2231,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
335,lcms,2232,i2s_vp__LWL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_exact_literal_gate,0,2026-06-13
336,lcms,2233,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
337,lcms,2234,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
338,lcms,2242,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
339,lcms,2243,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
340,lcms,2246,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
341,lcms,2248,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
342,lcms,2252,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-13
343,lcms,2254,i2s_vp__WWL,validated,VP-P,vp_gradient_value_distance_closure,vp_cmpmap_distance_closure_fixed_operand,0,2026-06-13
344,lcms,2259,i2s_vp_WWWL,validated,I2S-P,i2s_string_literal_substitution,literal_value_gate_cmp_solvable,0,2026-06-13
345,lcms,2259,i2s_vp_WWWL,validated,VP-P,vp_gradient_value_distance_closure,cmp_gradient_closes_to_operand,0,2026-06-13
346,lcms,2276,i2s_vp__WWL,validated,VP-P,vp_gradient_value_distance_closure,vp_cmpmap_distance_closure_fixed_operand,0,2026-06-13
347,lcms,2282,i2s_vp_WWWL,validated,I2S-P,i2s_string_literal_substitution,literal_value_gate_cmp_solvable,0,2026-06-13
348,lcms,2282,i2s_vp_WWWL,validated,VP-P,vp_gradient_value_distance_closure,cmp_gradient_closes_to_operand,0,2026-06-13
349,lcms,2287,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
350,lcms,2288,i2s_vp__WWL,validated,VP-P,vp_gradient_value_distance_closure,vp_cmpmap_distance_closure_fixed_operand,0,2026-06-13
351,lcms,2291,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
352,lcms,2295,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-13
353,lcms,2297,i2s_vp_WWWL,validated,I2S-P,i2s_string_literal_substitution,literal_value_gate_cmp_solvable,0,2026-06-13
354,lcms,2297,i2s_vp_WWWL,validated,VP-P,vp_gradient_value_distance_closure,cmp_gradient_closes_to_operand,0,2026-06-13
355,lcms,2299,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
356,lcms,2300,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
357,lcms,2303,i2s_vp__WWL,validated,VP-P,vp_gradient_value_distance_closure,vp_cmpmap_distance_closure_fixed_operand,0,2026-06-13
358,lcms,2323,i2s_vp_WWWL,validated,I2S-P,i2s_string_literal_substitution,literal_value_gate_cmp_solvable,0,2026-06-13
359,lcms,2323,i2s_vp_WWWL,validated,VP-P,vp_gradient_value_distance_closure,cmp_gradient_closes_to_operand,0,2026-06-13
360,lcms,2330,i2s_vp_WLWL,inconclusive,I2S-P,inconclusive,-,-,-
361,lcms,2334,i2s_vp__LWL,inconclusive,I2S-P,inconclusive,-,-,-
362,lcms,2336,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
363,lcms,2337,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
364,lcms,2340,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
365,lcms,2342,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
366,lcms,2342,i2s_vp_WWWL,validated,I2S-P,i2s_string_literal_substitution,literal_value_gate_cmp_solvable,0,2026-06-14
367,lcms,2415,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
368,lcms,2416,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
369,lcms,2417,i2s_vp__W_L,validated,VP-P,vp_gradient_value_distance_closure,vp_basin_escape,0,2026-06-13
370,lcms,2418,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
371,lcms,2426,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
372,lcms,2427,i2s_vp_WLWL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_value_gate,0,2026-06-13
373,lcms,2446,i2s_vp_LW_L,inconclusive,VP-P,inconclusive,-,-,-
374,lcms,2674,i2s_vp_LLW_,inconclusive,VPC-P,inconclusive,-,-,-
375,libpng,3810,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-14
376,libpng,3811,i2s_vp_WW_L,validated,I2S-P,i2s_string_literal_substitution,parallel_fixed_offset_literal_gate,1,2026-06-18
377,libpng,3811,i2s_vp_WW_L,validated,VP-P,vp_gradient_value_distance_closure,parallel_hamming_gradient_value_closure,1,2026-06-18
378,libpng,3816,i2s_vp__LWL,validated,I2S-P,i2s_string_literal_substitution,i2s_exact_literal_gate,0,2026-06-13
379,libpng,3817,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-14
380,libpng,3818,i2s_vp_WW_L,validated,I2S-P,i2s_string_literal_substitution,parallel_fixed_offset_literal_gate,0,2026-06-14
381,libpng,3820,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_structural_assembly_depth,2,2026-06-18
382,libpng,3833,i2s_vp_LWW_,inconclusive,VP-P,inconclusive,-,-,-
383,libpng,3864,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
384,libpng,3864,i2s_vp_WW_L,validated,I2S-P,i2s_string_literal_substitution,parallel_fixed_offset_literal_gate,0,2026-06-14
385,libpng,3872,ctx_coverage_WL,validated,CTX-P,ctx_iteration_path_depth,iteration_path_depth_reach,0,2026-06-13
386,libpng,3874,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
387,libpng,3877,i2s_vp_WLWL,inconclusive,I2S-P,inconclusive,-,-,-
388,libpng,3883,i2s_vp_W_WL,validated,I2S-P,i2s_numeric_tag_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-14
389,libpng,3887,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
390,libpng,3890,i2s_vp_WW_L,validated,I2S-P,i2s_string_literal_substitution,parallel_fixed_offset_literal_gate,1,2026-06-18
391,libpng,3891,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-13
392,libpng,3892,grimoire_structural_LW,inconclusive,GRIM-A,inconclusive,-,-,-
393,libpng,3892,i2s_vp_W_WL,inconclusive,I2S-P,inconclusive,-,-,-
394,libpng,3896,ctx_coverage_WL,inconclusive,CTX-P,inconclusive,-,-,-
395,libpng,3896,i2s_vp_WLWL,inconclusive,I2S-P,inconclusive,-,-,-
396,libpng,3897,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-14
397,libpng,3900,i2s_vp_W_WL,validated,I2S-P,i2s_string_literal_substitution,i2s_fixed_offset_literal_substitution,0,2026-06-14
398,libpng,3901,i2s_vp_WWWL,validated,I2S-P,i2s_string_literal_substitution,literal_value_gate_cmp_solvable,0,2026-06-14
